10,19
20,15
30,24
40,47
50,97
60,84
70,42
80,396
90,94
100,89
110,110
120,93
130,221
140,125
150,141
160,161
170,181
180,1185
190,255
200,257
210,298
220,260
230,196
240,84
250,198
260,105
270,104
280,120
290,112
300,116
310,117
320,161
330,181
340,156
350,161
360,170
370,177
380,190
390,189
400,193
410,191
420,196
430,206
440,231
450,213
460,231
470,255
480,434
490,288
500,308
510,306
520,295
530,194
540,260
550,208
560,396
570,376
580,373
590,374
600,365
610,375
620,403
630,260
640,289
650,480
660,695
670,347
680,302
690,523
700,379
710,393
720,322
730,480
740,596
750,571
760,499
770,361
780,369
790,470
800,380
810,390
820,581
830,468
840,416
850,417
860,525
870,439
880,935
890,705
900,1161
910,1067
920,562
930,697
940,502
950,512
960,529
970,572
980,807
990,549
1000,603
1010,942
1020,577
1030,5352
1040,558
1050,954
1060,1045
1070,1610
1080,1080
1090,726
1100,812
1110,605
1120,656
1130,1115
1140,1198
1150,908
1160,1011
1170,755
1180,964
1190,782
1200,700
1210,1029
1220,768
1230,732
1240,983
1250,819
1260,981
1270,788
1280,934
1290,2163
1300,1115
1310,845
1320,917
1330,891
1340,1342
1350,1331
1360,1732
1370,1616
1380,3722
1390,1330
1400,1062
1410,948
1420,1819
1430,1958
1440,1847
1450,1903
1460,1591
1470,1466
1480,5465
1490,2015
1500,1032
1510,1633
1520,1243
1530,1065
1540,1356
1550,1183
1560,1126
1570,1154
1580,1159
1590,1197
1600,1187
1610,1245
1620,1366
1630,1569
1640,1224
1650,1240
1660,1247
1670,1419
1680,1512
1690,1834
1700,1608
1710,2029
1720,1690
1730,2252
1740,2211
1750,1592
1760,1799
1770,1589
1780,1675
1790,1807
1800,2565
1810,1485
1820,1752
1830,1547
1840,1557
1850,2578
1860,1883
1870,1558
1880,1628
1890,2493
1900,14824
1910,2872
1920,3303
1930,5010
1940,3537
1950,2520
1960,5507
1970,28573
1980,20375
1990,12186
2000,18627
2010,6437
2020,5639
2030,4238
2040,5911
2050,5647
2060,6010
2070,3318
2080,2480
2090,3633
2100,4905
2110,3207
2120,3492
2130,3324
2140,3898
2150,3457
2160,3278
2170,3613
2180,3534
2190,7438
2200,7031
2210,11544
2220,5555
2230,10135
2240,3708
2250,5048
2260,3445
2270,3289
2280,4602
2290,7314
2300,7426
2310,4090
2320,6761
2330,4600
2340,8079
2350,9037
2360,4169
2370,3746
2380,4777
2390,4591
2400,4117
2410,4769
2420,6661
2430,6712
2440,4593
2450,4197
2460,5288
2470,4336
2480,3145
2490,2759
2500,3385
2510,3016
2520,3459
2530,4107
2540,2869
2550,3257
2560,4083
2570,12580
2580,5908
2590,5710
2600,4029
2610,4727
2620,5245
2630,5093
2640,5222
2650,8318
2660,5115
2670,4419
2680,9189
2690,5229
2700,6267
2710,5884
2720,7916
2730,8039
2740,6714
2750,5722
2760,5968
2770,7012
2780,6368
2790,6138
2800,5639
2810,4919
2820,5849
2830,3928
2840,3697
2850,4259
2860,3570
2870,5506
2880,3783
2890,4210
2900,9446
2910,7329
2920,10349
2930,9759
2940,6358
2950,9106
2960,6205
2970,6646
2980,5980
2990,4953
3000,7289
3010,4762
3020,6526
3030,5109
3040,5259
3050,4975
3060,4348
3070,4388
3080,5591
3090,9091
3100,4202
3110,4181
3120,5919
3130,6998
3140,4677
3150,4335
3160,4319
3170,4348
3180,4699
3190,6392
3200,4384
3210,4382
3220,6237
3230,7507
3240,8462
3250,7009
3260,7263
3270,5507
3280,6189
3290,8184
3300,6783
3310,8803
3320,4819
3330,6832
3340,5452
3350,9519
3360,9343
3370,5688
3380,16138
3390,32516
3400,21264
3410,7494
3420,6363
3430,8028
3440,7427
3450,6104
3460,9430
3470,6421
3480,6992
3490,6660
3500,7557
3510,14308
3520,14363
3530,18776
3540,13205
3550,9648
3560,8339
3570,8689
3580,8745
3590,8048
3600,7248
3610,8583
3620,7222
3630,8873
3640,8538
3650,9892
3660,9143
3670,9045
3680,8414
3690,7233
3700,11730
3710,11102
3720,9465
3730,7083
3740,8630
3750,6911
3760,7374
3770,6393
3780,7179
3790,6161
3800,7040
3810,6267
3820,5995
3830,8351
3840,6462
3850,6830
3860,6885
3870,9127
3880,7952
3890,8348
3900,7403
3910,7103
3920,7835
3930,8261
3940,7546
3950,7295
3960,8072
3970,7925
3980,7861
3990,7158
4000,9867
4010,10201
4020,7832
4030,6631
4040,7469
4050,8729
4060,9321
4070,8886
4080,8479
4090,9887
4100,7027
4110,6925
4120,8178
4130,7820
4140,13256
4150,8599
4160,8064
4170,7190
4180,7972
4190,9888
4200,13083
4210,7994
4220,7415
4230,7653
4240,7173
4250,7258
4260,7144
4270,7633
4280,9219
4290,7344
4300,6973
4310,6871
4320,6955
4330,7504
4340,8439
4350,11046
4360,9517
4370,8075
4380,9266
4390,10630
4400,10674
4410,8939
4420,9494
4430,12439
4440,9479
4450,9336
4460,9653
4470,9865
4480,7976
4490,11404
4500,11319
4510,7539
4520,12074
4530,9014
4540,10851
4550,10654
4560,9598
4570,13108
4580,12121
4590,11736
4600,13984
4610,11988
4620,10972
4630,10085
4640,9720
4650,9038
4660,9124
4670,10587
4680,11206
4690,11653
4700,12072
4710,9803
4720,8181
4730,12504
4740,8970
4750,8371
4760,8354
4770,13094
4780,9934
4790,9579
4800,13240
4810,12982
