10,26
20,19
30,30
40,37
50,107
60,66
70,72
80,81
90,1836
100,82
110,156
120,130
130,99
140,103
150,110
160,152
170,131
180,64
190,69
200,64
210,66
220,39
230,35
240,68
250,40
260,50
270,54
280,57
290,51
300,60
310,54
320,78
330,33
340,40
350,33
360,34
370,32
380,34
390,35
400,36
410,34
420,40
430,95
440,790
450,234
460,47
470,44
480,42
490,45
500,44
510,57
520,56
530,58
540,56
550,58
560,58
570,60
580,54
590,56
600,60
610,59
620,64
630,65
640,62
650,67
660,71
670,69
680,132
690,67
700,64
710,55
720,54
730,55
740,56
750,66
760,57
770,59
780,59
790,85
800,88
810,93
820,91
830,90
840,84
850,82
860,92
870,89
880,95
890,96
900,93
910,93
920,92
930,99
940,91
950,72
960,600
970,94
980,78
990,81
1000,78
1010,107
1020,133
1030,103
1040,81
1050,78
1060,77
1070,78
1080,77
1090,114
1100,127
1110,84
1120,86
1130,93
1140,84
1150,84
1160,87
1170,118
1180,126
1190,91
1200,87
1210,87
1220,92
1230,90
1240,97
1250,91
1260,92
1270,96
1280,98
1290,133
1300,94
1310,97
1320,98
1330,98
1340,99
1350,102
1360,130
1370,139
1380,146
1390,145
1400,144
1410,148
1420,152
1430,150
1440,154
1450,157
1460,178
1470,159
1480,161
1490,140
1500,267
1510,162
1520,165
1530,164
1540,170
1550,126
1560,118
1570,118
1580,121
1590,128
1600,120
1610,121
1620,120
1630,130
1640,135
1650,125
1660,128
1670,127
1680,127
1690,129
1700,129
1710,128
1720,130
1730,135
1740,186
1750,133
1760,133
1770,133
1780,180
1790,155
1800,185
1810,186
1820,184
1830,191
1840,175
1850,224
1860,202
1870,202
1880,176
1890,153
1900,145
1910,146
1920,268
1930,198
1940,203
1950,152
1960,151
1970,150
1980,152
1990,150
2000,188
2010,154
2020,231
2030,244
2040,214
2050,218
2060,161
2070,162
2080,193
2090,233
2100,163
2110,164
2120,199
2130,222
2140,224
2150,227
2160,213
2170,232
2180,242
2190,239
2200,240
2210,245
2220,247
2230,270
2240,243
2250,492
2260,181
2270,177
2280,998
2290,343
2300,284
2310,283
2320,257
2330,236
2340,247
2350,240
2360,217
2370,189
2380,254
2390,189
2400,205
2410,188
2420,188
2430,268
2440,222
2450,249
2460,237
2470,204
2480,191
2490,195
2500,227
2510,203
2520,264
2530,262
2540,202
2550,276
2560,286
2570,346
2580,272
2590,279
2600,284
2610,227
2620,265
2630,279
2640,296
2650,281
2660,229
2670,226
2680,212
2690,210
2700,290
2710,222
2720,208
2730,216
2740,243
2750,219
2760,219
2770,215
2780,219
2790,226
2800,224
2810,234
2820,272
2830,287
2840,291
2850,295
2860,295
2870,249
2880,309
2890,227
2900,307
2910,229
2920,260
2930,286
2940,248
2950,487
2960,315
2970,236
2980,240
2990,243
3000,241
3010,312
3020,279
3030,238
3040,315
3050,256
3060,304
3070,319
3080,334
3090,399
3100,311
3110,499
3120,339
3130,320
3140,337
3150,337
3160,251
3170,253
3180,254
3190,250
3200,359
3210,380
3220,370
3230,361
3240,358
3250,481
3260,353
3270,438
3280,357
3290,263
3300,257
3310,299
3320,286
3330,263
3340,343
3350,277
3360,287
3370,356
3380,302
3390,275
3400,282
3410,269
3420,282
3430,277
3440,389
3450,298
3460,340
3470,275
3480,326
3490,285
3500,280
3510,350
3520,394
3530,411
3540,400
3550,399
3560,401
3570,404
3580,403
3590,433
3600,411
3610,427
3620,320
3630,294
3640,291
3650,291
3660,397
3670,400
3680,366
3690,300
3700,296
3710,297
3720,302
3730,312
3740,424
3750,301
3760,304
3770,311
3780,305
3790,300
3800,334
3810,308
3820,328
3830,311
3840,326
3850,440
3860,442
3870,318
3880,312
3890,372
3900,437
3910,394
3920,311
3930,380
3940,322
3950,377
3960,426
3970,441
3980,400
3990,360
4000,334
4010,340
4020,391
4030,362
4040,323
4050,419
4060,339
4070,331
4080,344
4090,334
4100,391
4110,330
4120,339
4130,397
4140,481
4150,471
4160,489
4170,462
4180,338
4190,424
4200,445
4210,496
4220,353
4230,481
4240,467
4250,443
4260,435
4270,404
4280,379
4290,416
4300,465
4310,374
4320,359
4330,347
4340,365
4350,356
4360,393
4370,472
4380,360
4390,355
4400,368
4410,510
4420,364
4430,462
4440,400
4450,409
4460,365
4470,364
4480,432
4490,368
4500,373
4510,368
4520,386
4530,380
4540,502
4550,372
4560,378
4570,370
4580,384
4590,374
4600,540
4610,516
4620,492
4630,530
4640,549
4650,477
4660,529
4670,543
4680,548
4690,543
4700,544
4710,545
4720,508
4730,571
4740,703
4750,484
4760,488
4770,514
4780,516
4790,474
4800,529
4810,519
4820,526
4830,503
4840,557
4850,529
4860,559
4870,3075
4880,692
4890,601
4900,658
4910,579
4920,735
4930,528
4940,528
4950,933
4960,575
4970,574
4980,578
4990,606
5000,664
5010,497
5020,467
5030,471
5040,429
5050,419
5060,414
5070,418
5080,442
5090,421
5100,465
5110,473
5120,563
5130,633
5140,554
5150,591
5160,561
5170,1082
5180,537
5190,615
5200,650
5210,540
5220,1434
5230,717
5240,608
5250,609
5260,586
5270,488
5280,632
5290,629
5300,632
5310,734
5320,588
5330,628
5340,2016
5350,525
5360,598
5370,614
5380,629
5390,626
5400,684
5410,688
5420,639
5430,3598
5440,1156
5450,534
5460,572
5470,613
5480,708
5490,534
5500,1131
5510,797
5520,610
5530,637
5540,741
5550,550
5560,622
5570,771
5580,1942
5590,964
5600,687
5610,653
5620,669
5630,894
5640,920
5650,732
5660,477
5670,597
5680,644
5690,472
5700,1380
5710,748
5720,1308
5730,1004
5740,654
5750,719
5760,704
5770,729
5780,692
5790,532
5800,478
5810,478
5820,706
5830,515
5840,557
5850,673
5860,687
5870,708
5880,650
5890,687
5900,632
5910,682
5920,689
5930,693
5940,706
5950,625
5960,709
5970,585
5980,504
5990,687
6000,718
6010,688
6020,919
6030,723
6040,708
6050,811
6060,710
6070,756
6080,827
6090,757
6100,719
6110,710
6120,750
6130,705
6140,1136
6150,3055
6160,1214
6170,3728
6180,802
6190,725
6200,743
6210,633
6220,901
6230,665
6240,526
6250,918
6260,691
6270,744
6280,718
6290,567
6300,647
6310,746
6320,765
6330,734
6340,547
6350,534
6360,540
6370,671
6380,792
6390,734
6400,1203
6410,751
6420,1169
6430,748
6440,661
6450,775
6460,924
6470,751
6480,779
